RollNo,Name,Email,SubjectID,Marks
0037,Marsha Ebert,Marsha78@yahoo.com,2,79
0037,Marsha Ebert,Marsha78@yahoo.com,3,64
0037,Marsha Ebert,Marsha78@yahoo.com,4,98
0037,Marsha Ebert,Marsha78@yahoo.com,5,64
0038,Brett Fisher,Brett53@gmail.com,1,92
0038,Brett Fisher,Brett53@gmail.com,2,46
0038,Brett Fisher,Brett53@gmail.com,3,91
0038,Brett Fisher,Brett53@gmail.com,4,62
0038,Brett Fisher,Brett53@gmail.com,5,22
0039,Laverne Bins,Laverne67@hotmail.com,1,87
0039,Laverne Bins,Laverne67@hotmail.com,2,88
0039,Laverne Bins,Laverne67@hotmail.com,3,66
0039,Laverne Bins,Laverne67@hotmail.com,4,25
0039,Laverne Bins,Laverne67@hotmail.com,5,100
0040,Molly Hegmann,Molly52@hotmail.com,1,72
0040,Molly Hegmann,Molly52@hotmail.com,2,71
0040,Molly Hegmann,Molly52@hotmail.com,3,53
0040,Molly Hegmann,Molly52@hotmail.com,4,81
0040,Molly Hegmann,Molly52@hotmail.com,5,25
0041,Gloria Cummerata,Gloria63@yahoo.com,1,97
0041,Gloria Cummerata,Gloria63@yahoo.com,2,94
0041,Gloria Cummerata,Gloria63@yahoo.com,3,27
0041,Gloria Cummerata,Gloria63@yahoo.com,4,98
0041,Gloria Cummerata,Gloria63@yahoo.com,5,67
0042,Joe Kovacek,Joe.Kovacek54@hotmail.com,1,35
0042,Joe Kovacek,Joe.Kovacek54@hotmail.com,2,72
0042,Joe Kovacek,Joe.Kovacek54@hotmail.com,3,73
0042,Joe Kovacek,Joe.Kovacek54@hotmail.com,4,24
0042,Joe Kovacek,Joe.Kovacek54@hotmail.com,5,48
0043,Johnnie Towne-Walker,Johnnie.Towne-Walker@yahoo.com,1,54
0043,Johnnie Towne-Walker,Johnnie.Towne-Walker@yahoo.com,2,42
0043,Johnnie Towne-Walker,Johnnie.Towne-Walker@yahoo.com,3,78
0043,Johnnie Towne-Walker,Johnnie.Towne-Walker@yahoo.com,4,66
0043,Johnnie Towne-Walker,Johnnie.Towne-Walker@yahoo.com,5,77
0044,Darrell Frami,Darrell.Frami@hotmail.com,1,52
0044,Darrell Frami,Darrell.Frami@hotmail.com,2,38
0044,Darrell Frami,Darrell.Frami@hotmail.com,3,77
0044,Darrell Frami,Darrell.Frami@hotmail.com,4,57
0044,Darrell Frami,Darrell.Frami@hotmail.com,5,91
0045,Clara Osinski,Clara.Osinski@hotmail.com,1,46
0045,Clara Osinski,Clara.Osinski@hotmail.com,2,87
0045,Clara Osinski,Clara.Osinski@hotmail.com,3,80
0045,Clara Osinski,Clara.Osinski@hotmail.com,4,86
0045,Clara Osinski,Clara.Osinski@hotmail.com,5,40
0046,Virginia Cremin,Virginia.Cremin@yahoo.com,1,40
0046,Virginia Cremin,Virginia.Cremin@yahoo.com,2,30
0046,Virginia Cremin,Virginia.Cremin@yahoo.com,3,70
0046,Virginia Cremin,Virginia.Cremin@yahoo.com,4,42
0046,Virginia Cremin,Virginia.Cremin@yahoo.com,5,87
0047,Marty Turner,Marty77@hotmail.com,1,93
0047,Marty Turner,Marty77@hotmail.com,2,58
0047,Marty Turner,Marty77@hotmail.com,3,31
0047,Marty Turner,Marty77@hotmail.com,4,94
0047,Marty Turner,Marty77@hotmail.com,5,34
0048,Ernestine Satterfield,Ernestine_Satterfield@yahoo.com,1,20
0048,Ernestine Satterfield,Ernestine_Satterfield@yahoo.com,2,25
0048,Ernestine Satterfield,Ernestine_Satterfield@yahoo.com,3,51
0048,Ernestine Satterfield,Ernestine_Satterfield@yahoo.com,4,82
0048,Ernestine Satterfield,Ernestine_Satterfield@yahoo.com,5,69
0049,Neal Bailey,Neal44@hotmail.com,1,33
0049,Neal Bailey,Neal44@hotmail.com,2,98
0049,Neal Bailey,Neal44@hotmail.com,3,20
0049,Neal Bailey,Neal44@hotmail.com,4,42
0049,Neal Bailey,Neal44@hotmail.com,5,43
0050,Glenda Daugherty-Kuphal,Glenda37@yahoo.com,1,99
0050,Glenda Daugherty-Kuphal,Glenda37@yahoo.com,2,88
0050,Glenda Daugherty-Kuphal,Glenda37@yahoo.com,3,70
0050,Glenda Daugherty-Kuphal,Glenda37@yahoo.com,4,33
0050,Glenda Daugherty-Kuphal,Glenda37@yahoo.com,5,60
0051,Delbert Jones,Delbert.Jones40@hotmail.com,1,32
0051,Delbert Jones,Delbert.Jones40@hotmail.com,2,26
0051,Delbert Jones,Delbert.Jones40@hotmail.com,3,85
0051,Delbert Jones,Delbert.Jones40@hotmail.com,4,50
0051,Delbert Jones,Delbert.Jones40@hotmail.com,5,78
0052,Joey Lowe,Joey19@yahoo.com,1,71
0052,Joey Lowe,Joey19@yahoo.com,2,92
0052,Joey Lowe,Joey19@yahoo.com,3,89
0052,Joey Lowe,Joey19@yahoo.com,4,69
0052,Joey Lowe,Joey19@yahoo.com,5,66
0053,Yvette Kemmer,Yvette_Kemmer50@gmail.com,1,32
0053,Yvette Kemmer,Yvette_Kemmer50@gmail.com,2,83
0053,Yvette Kemmer,Yvette_Kemmer50@gmail.com,3,48
0053,Yvette Kemmer,Yvette_Kemmer50@gmail.com,4,36
0053,Yvette Kemmer,Yvette_Kemmer50@gmail.com,5,40
0054,Ricardo Yost,Ricardo10@hotmail.com,1,70
0054,Ricardo Yost,Ricardo10@hotmail.com,2,85
0054,Ricardo Yost,Ricardo10@hotmail.com,3,98
0054,Ricardo Yost,Ricardo10@hotmail.com,4,32
0054,Ricardo Yost,Ricardo10@hotmail.com,5,58
0055,Jacquelyn Lynch,Jacquelyn18@yahoo.com,1,23
0055,Jacquelyn Lynch,Jacquelyn18@yahoo.com,2,22
0055,Jacquelyn Lynch,Jacquelyn18@yahoo.com,3,33
0055,Jacquelyn Lynch,Jacquelyn18@yahoo.com,4,90
0055,Jacquelyn Lynch,Jacquelyn18@yahoo.com,5,90
0056,Micheal Hilll-Kassulke,Micheal_Hilll-Kassulke83@yahoo.com,1,80
0056,Micheal Hilll-Kassulke,Micheal_Hilll-Kassulke83@yahoo.com,2,53
0056,Micheal Hilll-Kassulke,Micheal_Hilll-Kassulke83@yahoo.com,3,33
0056,Micheal Hilll-Kassulke,Micheal_Hilll-Kassulke83@yahoo.com,4,72
0056,Micheal Hilll-Kassulke,Micheal_Hilll-Kassulke83@yahoo.com,5,76
0057,Stephen Stracke,Stephen90@yahoo.com,1,39
0057,Stephen Stracke,Stephen90@yahoo.com,2,30
0057,Stephen Stracke,Stephen90@yahoo.com,3,32
0057,Stephen Stracke,Stephen90@yahoo.com,4,99
0057,Stephen Stracke,Stephen90@yahoo.com,5,33
0058,Edmund Homenick,Edmund_Homenick59@gmail.com,1,69
0058,Edmund Homenick,Edmund_Homenick59@gmail.com,2,72
0058,Edmund Homenick,Edmund_Homenick59@gmail.com,3,82
0058,Edmund Homenick,Edmund_Homenick59@gmail.com,4,23
0058,Edmund Homenick,Edmund_Homenick59@gmail.com,5,91
0059,Eduardo Mitchell,Eduardo_Mitchell@yahoo.com,1,44
0059,Eduardo Mitchell,Eduardo_Mitchell@yahoo.com,2,58
0059,Eduardo Mitchell,Eduardo_Mitchell@yahoo.com,3,61
0059,Eduardo Mitchell,Eduardo_Mitchell@yahoo.com,4,66
0059,Eduardo Mitchell,Eduardo_Mitchell@yahoo.com,5,20
0060,Dwayne Kovacek,Dwayne.Kovacek27@hotmail.com,1,34
0060,Dwayne Kovacek,Dwayne.Kovacek27@hotmail.com,2,85
0060,Dwayne Kovacek,Dwayne.Kovacek27@hotmail.com,3,23
0060,Dwayne Kovacek,Dwayne.Kovacek27@hotmail.com,4,79
0060,Dwayne Kovacek,Dwayne.Kovacek27@hotmail.com,5,46
0061,Pat Rau,Pat.Rau@hotmail.com,1,74
0061,Pat Rau,Pat.Rau@hotmail.com,2,88
0061,Pat Rau,Pat.Rau@hotmail.com,3,20
0061,Pat Rau,Pat.Rau@hotmail.com,4,25
0061,Pat Rau,Pat.Rau@hotmail.com,5,81
0062,Glenda Johns,Glenda.Johns@gmail.com,1,71
0062,Glenda Johns,Glenda.Johns@gmail.com,2,44
0062,Glenda Johns,Glenda.Johns@gmail.com,3,72
0062,Glenda Johns,Glenda.Johns@gmail.com,4,99
0062,Glenda Johns,Glenda.Johns@gmail.com,5,77
0063,Gilbert Adams,Gilbert_Adams@gmail.com,1,33
0063,Gilbert Adams,Gilbert_Adams@gmail.com,2,58
0063,Gilbert Adams,Gilbert_Adams@gmail.com,3,95
0063,Gilbert Adams,Gilbert_Adams@gmail.com,4,34
0063,Gilbert Adams,Gilbert_Adams@gmail.com,5,28
0064,Robyn Huels,Robyn97@hotmail.com,1,57
0064,Robyn Huels,Robyn97@hotmail.com,2,23
0064,Robyn Huels,Robyn97@hotmail.com,3,56
0064,Robyn Huels,Robyn97@hotmail.com,4,69
0064,Robyn Huels,Robyn97@hotmail.com,5,56
0065,Rosa Ritchie,Rosa76@yahoo.com,1,56
0065,Rosa Ritchie,Rosa76@yahoo.com,2,78
0065,Rosa Ritchie,Rosa76@yahoo.com,3,67
0065,Rosa Ritchie,Rosa76@yahoo.com,4,93
0065,Rosa Ritchie,Rosa76@yahoo.com,5,73
0066,Kent Mraz,Kent17@gmail.com,1,96
0066,Kent Mraz,Kent17@gmail.com,2,80
0066,Kent Mraz,Kent17@gmail.com,3,93
0066,Kent Mraz,Kent17@gmail.com,4,45
0066,Kent Mraz,Kent17@gmail.com,5,88
0067,Lee Ledner,Lee.Ledner@hotmail.com,1,88
0067,Lee Ledner,Lee.Ledner@hotmail.com,2,53
0067,Lee Ledner,Lee.Ledner@hotmail.com,3,83
0067,Lee Ledner,Lee.Ledner@hotmail.com,4,37
0067,Lee Ledner,Lee.Ledner@hotmail.com,5,70
0068,Loretta Bins,Loretta_Bins39@gmail.com,1,63
0068,Loretta Bins,Loretta_Bins39@gmail.com,2,49
0068,Loretta Bins,Loretta_Bins39@gmail.com,3,58
0068,Loretta Bins,Loretta_Bins39@gmail.com,4,97
0068,Loretta Bins,Loretta_Bins39@gmail.com,5,49
0069,Gertrude Franecki,Gertrude_Franecki31@yahoo.com,1,41
0069,Gertrude Franecki,Gertrude_Franecki31@yahoo.com,2,33
0069,Gertrude Franecki,Gertrude_Franecki31@yahoo.com,3,67
0069,Gertrude Franecki,Gertrude_Franecki31@yahoo.com,4,69
0069,Gertrude Franecki,Gertrude_Franecki31@yahoo.com,5,53
0070,Anthony O'Keefe,Anthony.OKeefe@gmail.com,1,45
0070,Anthony O'Keefe,Anthony.OKeefe@gmail.com,2,90
0070,Anthony O'Keefe,Anthony.OKeefe@gmail.com,3,41
0070,Anthony O'Keefe,Anthony.OKeefe@gmail.com,4,36
0070,Anthony O'Keefe,Anthony.OKeefe@gmail.com,5,21
0071,Leona Luettgen-Erdman,Leona.Luettgen-Erdman20@yahoo.com,1,24
0071,Leona Luettgen-Erdman,Leona.Luettgen-Erdman20@yahoo.com,2,52
0071,Leona Luettgen-Erdman,Leona.Luettgen-Erdman20@yahoo.com,3,54
0071,Leona Luettgen-Erdman,Leona.Luettgen-Erdman20@yahoo.com,4,78
0071,Leona Luettgen-Erdman,Leona.Luettgen-Erdman20@yahoo.com,5,50
0072,Sarah Ferry,Sarah.Ferry98@yahoo.com,1,64
0072,Sarah Ferry,Sarah.Ferry98@yahoo.com,2,37
0072,Sarah Ferry,Sarah.Ferry98@yahoo.com,3,86
0072,Sarah Ferry,Sarah.Ferry98@yahoo.com,4,82
0072,Sarah Ferry,Sarah.Ferry98@yahoo.com,5,43
0073,Margarita Gutmann,Margarita42@gmail.com,1,66
0073,Margarita Gutmann,Margarita42@gmail.com,2,34
0073,Margarita Gutmann,Margarita42@gmail.com,3,56
0073,Margarita Gutmann,Margarita42@gmail.com,4,71
0073,Margarita Gutmann,Margarita42@gmail.com,5,39
0074,Denise Hermann,Denise97@hotmail.com,1,85
0074,Denise Hermann,Denise97@hotmail.com,2,56
0074,Denise Hermann,Denise97@hotmail.com,3,96
0074,Denise Hermann,Denise97@hotmail.com,4,45
0074,Denise Hermann,Denise97@hotmail.com,5,66
0075,Della Runte,Della_Runte@hotmail.com,1,56
0075,Della Runte,Della_Runte@hotmail.com,2,25
0075,Della Runte,Della_Runte@hotmail.com,3,66
0075,Della Runte,Della_Runte@hotmail.com,4,56
0075,Della Runte,Della_Runte@hotmail.com,5,100
0076,Debra Cummerata,Debra.Cummerata@gmail.com,1,80
0076,Debra Cummerata,Debra.Cummerata@gmail.com,2,92
0076,Debra Cummerata,Debra.Cummerata@gmail.com,3,36
0076,Debra Cummerata,Debra.Cummerata@gmail.com,4,67
0076,Debra Cummerata,Debra.Cummerata@gmail.com,5,47
0077,Nora Luettgen,Nora.Luettgen57@gmail.com,1,58
0077,Nora Luettgen,Nora.Luettgen57@gmail.com,2,27
0077,Nora Luettgen,Nora.Luettgen57@gmail.com,3,98
0077,Nora Luettgen,Nora.Luettgen57@gmail.com,4,96
0077,Nora Luettgen,Nora.Luettgen57@gmail.com,5,92
0078,Benjamin Dickinson,Benjamin67@hotmail.com,1,74
0078,Benjamin Dickinson,Benjamin67@hotmail.com,2,23
0078,Benjamin Dickinson,Benjamin67@hotmail.com,3,45
0078,Benjamin Dickinson,Benjamin67@hotmail.com,4,36
0078,Benjamin Dickinson,Benjamin67@hotmail.com,5,93
0079,Nancy Kling,Nancy47@gmail.com,1,31
0079,Nancy Kling,Nancy47@gmail.com,2,62
0079,Nancy Kling,Nancy47@gmail.com,3,29
0079,Nancy Kling,Nancy47@gmail.com,4,72
0079,Nancy Kling,Nancy47@gmail.com,5,95
0080,Emilio Barton,Emilio_Barton@gmail.com,1,56
0080,Emilio Barton,Emilio_Barton@gmail.com,2,84
0080,Emilio Barton,Emilio_Barton@gmail.com,3,92
0080,Emilio Barton,Emilio_Barton@gmail.com,4,92
0080,Emilio Barton,Emilio_Barton@gmail.com,5,69
0081,Sophia Volkman,Sophia54@gmail.com,1,66
0081,Sophia Volkman,Sophia54@gmail.com,2,50
0081,Sophia Volkman,Sophia54@gmail.com,3,74
0081,Sophia Volkman,Sophia54@gmail.com,4,57
0081,Sophia Volkman,Sophia54@gmail.com,5,92
0082,Carrie Hegmann,Carrie.Hegmann@yahoo.com,1,24
0082,Carrie Hegmann,Carrie.Hegmann@yahoo.com,2,100
0082,Carrie Hegmann,Carrie.Hegmann@yahoo.com,3,78
0082,Carrie Hegmann,Carrie.Hegmann@yahoo.com,4,82
0082,Carrie Hegmann,Carrie.Hegmann@yahoo.com,5,55
0083,Jeanette Reynolds,Jeanette.Reynolds@hotmail.com,1,55
0083,Jeanette Reynolds,Jeanette.Reynolds@hotmail.com,2,82
0083,Jeanette Reynolds,Jeanette.Reynolds@hotmail.com,3,21
0083,Jeanette Reynolds,Jeanette.Reynolds@hotmail.com,4,38
0083,Jeanette Reynolds,Jeanette.Reynolds@hotmail.com,5,81
0084,Christian Crona,Christian_Crona@gmail.com,1,83
0084,Christian Crona,Christian_Crona@gmail.com,2,88
0084,Christian Crona,Christian_Crona@gmail.com,3,62
0084,Christian Crona,Christian_Crona@gmail.com,4,37
0084,Christian Crona,Christian_Crona@gmail.com,5,83
0085,Pauline Franey,Pauline_Franey1@gmail.com,1,63
0085,Pauline Franey,Pauline_Franey1@gmail.com,2,85
0085,Pauline Franey,Pauline_Franey1@gmail.com,3,67
0085,Pauline Franey,Pauline_Franey1@gmail.com,4,98
0085,Pauline Franey,Pauline_Franey1@gmail.com,5,52
0086,Mario Rau,Mario.Rau@hotmail.com,1,34
0086,Mario Rau,Mario.Rau@hotmail.com,2,22
0086,Mario Rau,Mario.Rau@hotmail.com,3,95
0086,Mario Rau,Mario.Rau@hotmail.com,4,48
0086,Mario Rau,Mario.Rau@hotmail.com,5,44
0087,Ashley Leffler,Ashley73@hotmail.com,1,98
0087,Ashley Leffler,Ashley73@hotmail.com,2,43
0087,Ashley Leffler,Ashley73@hotmail.com,3,96
0087,Ashley Leffler,Ashley73@hotmail.com,4,92
0087,Ashley Leffler,Ashley73@hotmail.com,5,32
0088,Beverly Oberbrunner,Beverly_Oberbrunner@yahoo.com,1,82
0088,Beverly Oberbrunner,Beverly_Oberbrunner@yahoo.com,2,38
0088,Beverly Oberbrunner,Beverly_Oberbrunner@yahoo.com,3,53
0088,Beverly Oberbrunner,Beverly_Oberbrunner@yahoo.com,4,36
0088,Beverly Oberbrunner,Beverly_Oberbrunner@yahoo.com,5,40
0089,Dallas Strosin,Dallas4@yahoo.com,1,86
0089,Dallas Strosin,Dallas4@yahoo.com,2,43
0089,Dallas Strosin,Dallas4@yahoo.com,3,37
